recnr,lastname,origin,source
1245,Ojong,african,https://www.names.org/lists/by-origin/african/
1246,Raun,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1247,Beaman,african-american,https://www.names.org/lists/by-origin/african/
1248,Tesfaye,amharic,https://www.names.org/lists/by-origin/amharic/
1249,Adedeji,yoruba,https://www.names.org/lists/by-origin/yoruba/
1250,Morgan,english,https://www.names.org/lists/by-origin/english/
1251,Demeke,amharic,https://www.names.org/lists/by-origin/amharic/
1252,Ezeani,igbo,https://www.names.org/lists/by-origin/igbo/
1253,Muchiri,swahili ,https://www.names.org/lists/by-origin/swahili/
1254,Heben,amharic,https://www.names.org/lists/by-origin/amharic/
1255,Yanos,amharic,https://www.names.org/lists/by-origin/amharic/
1256,Inga,xhosa,https://www.names.org/lists/by-origin/xhosa/
1257,Kayden,english,https://www.names.org/lists/by-origin/english/
1258,Dana,arabic,https://www.names.org/lists/by-origin/arabic/
1259,Ross,english,https://www.names.org/lists/by-origin/english/
1260,Menelik,amharic,https://www.names.org/lists/by-origin/amharic/
1261,Rodrigue,swahili ,https://www.names.org/lists/by-origin/swahili/
1262,Yanda,xhosa,https://www.names.org/lists/by-origin/xhosa/
1263,Bethany,english,https://www.names.org/lists/by-origin/english/
1264,Zamar,igbo,https://www.names.org/lists/by-origin/igbo/
1265,Zee,arabic,https://www.names.org/lists/by-origin/arabic/
1266,Naftal,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1267,Hash,arabic,https://www.names.org/lists/by-origin/arabic/
1268,Adeniyi,yoruba,https://www.names.org/lists/by-origin/yoruba/
1269,Blake,english,https://www.names.org/lists/by-origin/english/
1270,Animashaun,yoruba,https://www.names.org/lists/by-origin/yoruba/
1271,Albertus,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1272,Theunis,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1273,Chungu,xhosa,https://www.names.org/lists/by-origin/xhosa/
1274,Zama,xhosa,https://www.names.org/lists/by-origin/xhosa/
1275,Rovan,arabic,https://www.names.org/lists/by-origin/arabic/
1276,Hekking,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1277,Mabaso,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1278,Omole,yoruba,https://www.names.org/lists/by-origin/yoruba/
1279,Anika,english,https://www.names.org/lists/by-origin/english/
1280,Ngandwe,xhosa,https://www.names.org/lists/by-origin/xhosa/
1281,Laiza,arabic,https://www.names.org/lists/by-origin/arabic/
1282,Ladouce,swahili ,https://www.names.org/lists/by-origin/swahili/
1283,Manna,arabic,https://www.names.org/lists/by-origin/arabic/
1284,Hanna,amharic,https://www.names.org/lists/by-origin/amharic/
1285,Mohamud,arabic,https://www.names.org/lists/by-origin/arabic/
1286,Munthali,swahili ,https://www.names.org/lists/by-origin/swahili/
1287,Ferris,arabic,https://www.names.org/lists/by-origin/arabic/
1288,Iheme,igbo,https://www.names.org/lists/by-origin/igbo/
1289,Zane,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1290,Nun,african,https://www.names.org/lists/by-origin/african/
1291,Mekus,african,https://www.names.org/lists/by-origin/african/
1292,Irvin,arabic,https://www.names.org/lists/by-origin/arabic/
1293,Fana,amharic,https://www.names.org/lists/by-origin/amharic/
1294,Reydel,arabic,https://www.names.org/lists/by-origin/arabic/
1295,Tunis,arabic,https://www.names.org/lists/by-origin/arabic/
1296,Tambo,swahili ,https://www.names.org/lists/by-origin/swahili/
1297,Ray,english,https://www.names.org/lists/by-origin/english/
1298,Natan,amharic,https://www.names.org/lists/by-origin/amharic/
1299,Areen,arabic,https://www.names.org/lists/by-origin/arabic/
1300,Ayan,arabic,https://www.names.org/lists/by-origin/arabic/
1301,Ayeni,yoruba,https://www.names.org/lists/by-origin/yoruba/
1302,Kante,igbo,https://www.names.org/lists/by-origin/igbo/
1303,Zola,swahili ,https://www.names.org/lists/by-origin/swahili/
1304,Bilen,amharic,https://www.names.org/lists/by-origin/amharic/
1305,Connor,english,https://www.names.org/lists/by-origin/english/
1306,Sowa,african-american,https://www.names.org/lists/by-origin/african/
1307,Asam,igbo,https://www.names.org/lists/by-origin/igbo/
1308,Okonkwo,igbo,https://www.names.org/lists/by-origin/igbo/
1309,Kobus,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1310,Barkon,amharic,https://www.names.org/lists/by-origin/amharic/
1311,Noel,amharic,https://www.names.org/lists/by-origin/amharic/
1312,Petina,arabic,https://www.names.org/lists/by-origin/arabic/
1313,Darcy,english,https://www.names.org/lists/by-origin/english/
1314,Praise,african,https://www.names.org/lists/by-origin/african/
1315,Davis,english,https://www.names.org/lists/by-origin/english/
1316,Azari,african,https://www.names.org/lists/by-origin/african/
1317,Davilla,swahili ,https://www.names.org/lists/by-origin/swahili/
1318,Malama,xhosa,https://www.names.org/lists/by-origin/xhosa/
1319,Okolo,yoruba,https://www.names.org/lists/by-origin/yoruba/
1320,Simon,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1321,Johari,swahili ,https://www.names.org/lists/by-origin/swahili/
1322,Makula,yoruba,https://www.names.org/lists/by-origin/yoruba/
1323,Almanzar,arabic,https://www.names.org/lists/by-origin/arabic/
1324,Shene,arabic,https://www.names.org/lists/by-origin/arabic/
1325,Bahle,xhosa,https://www.names.org/lists/by-origin/xhosa/
1326,Kasuba,xhosa,https://www.names.org/lists/by-origin/xhosa/
1327,Ockert,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1328,Makonnen,amharic,https://www.names.org/lists/by-origin/amharic/
1329,Maher,arabic,https://www.names.org/lists/by-origin/arabic/
1330,Henon,african,https://www.names.org/lists/by-origin/african/
1331,Boog,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1332,Omari,african,https://www.names.org/lists/by-origin/african/
1333,Nalla,swahili ,https://www.names.org/lists/by-origin/swahili/
1334,Aziz,arabic,https://www.names.org/lists/by-origin/arabic/
1335,Emani,swahili ,https://www.names.org/lists/by-origin/swahili/
1336,Lass,arabic,https://www.names.org/lists/by-origin/arabic/
1337,Las,arabic,https://www.names.org/lists/by-origin/arabic/
1338,Douglas,english,https://www.names.org/lists/by-origin/english/
1339,Wesseh,african,https://www.names.org/lists/by-origin/african/
1340,Mamo,amharic,https://www.names.org/lists/by-origin/amharic/
1341,Liebenberg,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1342,Nael,arabic,https://www.names.org/lists/by-origin/arabic/
1343,Nobel,amharic,https://www.names.org/lists/by-origin/amharic/
1344,Ige,yoruba,https://www.names.org/lists/by-origin/yoruba/
1345,Dare,african-american,https://www.names.org/lists/by-origin/african/
1346,Avile,xhosa,https://www.names.org/lists/by-origin/xhosa/
1347,Omi,arabic,https://www.names.org/lists/by-origin/arabic/
1348,Hennie,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1349,Njoroge,swahili ,https://www.names.org/lists/by-origin/swahili/
1350,Teferi,amharic,https://www.names.org/lists/by-origin/amharic/
1351,Miski,arabic,https://www.names.org/lists/by-origin/arabic/
1352,Kanneh,yoruba,https://www.names.org/lists/by-origin/yoruba/
1353,Heinrich,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1354,Farah,arabic,https://www.names.org/lists/by-origin/arabic/
1355,Moore,english,https://www.names.org/lists/by-origin/english/
1356,Secilia,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1357,Ogbu,igbo,https://www.names.org/lists/by-origin/igbo/
1358,Almasi,swahili ,https://www.names.org/lists/by-origin/swahili/
1359,Landrine,swahili ,https://www.names.org/lists/by-origin/swahili/
1360,Yatta,yoruba,https://www.names.org/lists/by-origin/yoruba/
1361,Kayode,yoruba,https://www.names.org/lists/by-origin/yoruba/
1362,Lampard,igbo,https://www.names.org/lists/by-origin/igbo/
1363,Alemayehu,amharic,https://www.names.org/lists/by-origin/amharic/
1364,Asrat,amharic,https://www.names.org/lists/by-origin/amharic/
1365,Ene,igbo,https://www.names.org/lists/by-origin/igbo/
1366,Niles,african-american,https://www.names.org/lists/by-origin/african/
1367,Peo,xhosa,https://www.names.org/lists/by-origin/xhosa/
1368,Gebretsadik,amharic,https://www.names.org/lists/by-origin/amharic/
1369,Mitchelle,igbo,https://www.names.org/lists/by-origin/igbo/
1370,Cameron,english,https://www.names.org/lists/by-origin/english/
1371,Govender,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1372,Bolden,african-american,https://www.names.org/lists/by-origin/african/
1373,Chioma,african,https://www.names.org/lists/by-origin/african/
1374,Maritz,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1375,Addison,english,https://www.names.org/lists/by-origin/english/
1376,Sierra,english,https://www.names.org/lists/by-origin/english/
1377,Avery,english,https://www.names.org/lists/by-origin/english/
1378,Zai,english,https://www.names.org/lists/by-origin/english/
1379,Mene,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1380,Liben,amharic,https://www.names.org/lists/by-origin/amharic/
1381,Louw,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1382,Muwonge,swahili ,https://www.names.org/lists/by-origin/swahili/
1383,Falana,yoruba,https://www.names.org/lists/by-origin/yoruba/
1384,Adebayo,yoruba,https://www.names.org/lists/by-origin/yoruba/
1385,Jawara,swahili ,https://www.names.org/lists/by-origin/swahili/
1386,Emran,amharic,https://www.names.org/lists/by-origin/amharic/
1387,Shehu,igbo,https://www.names.org/lists/by-origin/igbo/
1388,Booi,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1389,Muhammad,arabic,https://www.names.org/lists/by-origin/arabic/
1390,Reynolds,english,https://www.names.org/lists/by-origin/english/
1391,Zewde,amharic,https://www.names.org/lists/by-origin/amharic/
1392,Romanus,igbo,https://www.names.org/lists/by-origin/igbo/
1393,Gizaw,amharic,https://www.names.org/lists/by-origin/amharic/
1394,Nwadike,igbo,https://www.names.org/lists/by-origin/igbo/
1395,Meron,african,https://www.names.org/lists/by-origin/african/
1396,Kinda,arabic,https://www.names.org/lists/by-origin/arabic/
1397,Griffin,english,https://www.names.org/lists/by-origin/english/
1398,Bah,african-american,https://www.names.org/lists/by-origin/african/
1399,Protas,swahili ,https://www.names.org/lists/by-origin/swahili/
1400,Tracey,english,https://www.names.org/lists/by-origin/english/
1401,Jaco,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1402,Uwaoma,igbo,https://www.names.org/lists/by-origin/igbo/
1403,Morris,english,https://www.names.org/lists/by-origin/english/
1404,Odum,african-american,https://www.names.org/lists/by-origin/african/
1405,Sarabi,swahili ,https://www.names.org/lists/by-origin/swahili/
1406,Amira,arabic,https://www.names.org/lists/by-origin/arabic/
1407,Aymen,amharic,https://www.names.org/lists/by-origin/amharic/
1408,Richardson,english,https://www.names.org/lists/by-origin/english/
1409,Neels,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1410,Travis,english,https://www.names.org/lists/by-origin/english/
1411,Quam,igbo,https://www.names.org/lists/by-origin/igbo/
1412,Reza,arabic,https://www.names.org/lists/by-origin/arabic/
1413,Toya,igbo,https://www.names.org/lists/by-origin/igbo/
1414,Amore,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1415,Luca,english,https://www.names.org/lists/by-origin/english/
1416,Bakare,yoruba,https://www.names.org/lists/by-origin/yoruba/
1417,Caristo,xhosa,https://www.names.org/lists/by-origin/xhosa/
1418,Simmons,english,https://www.names.org/lists/by-origin/english/
1419,Riley,english,https://www.names.org/lists/by-origin/english/
1420,Odunsi,yoruba,https://www.names.org/lists/by-origin/yoruba/
1421,Ezenwa,igbo,https://www.names.org/lists/by-origin/igbo/
1422,Sumaya,arabic,https://www.names.org/lists/by-origin/arabic/
1423,Favour,swahili ,https://www.names.org/lists/by-origin/swahili/
1424,Mekuria,amharic,https://www.names.org/lists/by-origin/amharic/
1425,Tope,yoruba,https://www.names.org/lists/by-origin/yoruba/
1426,Loor,arabic,https://www.names.org/lists/by-origin/arabic/
1427,Marcus,english,https://www.names.org/lists/by-origin/english/
1428,Karo,arabic,https://www.names.org/lists/by-origin/arabic/
1429,Desta,amharic,https://www.names.org/lists/by-origin/amharic/
1430,Maingi,swahili ,https://www.names.org/lists/by-origin/swahili/
1431,Onuoha,igbo,https://www.names.org/lists/by-origin/igbo/
1432,Dehan,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1433,Bonani,xhosa,https://www.names.org/lists/by-origin/xhosa/
1434,Giwa,yoruba,https://www.names.org/lists/by-origin/yoruba/
1435,Zachary,english,https://www.names.org/lists/by-origin/english/
1436,Divin,swahili ,https://www.names.org/lists/by-origin/swahili/
1437,Francois,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1438,Paris,english,https://www.names.org/lists/by-origin/english/
1439,Lame,xhosa,https://www.names.org/lists/by-origin/xhosa/
1440,Pahe,swahili ,https://www.names.org/lists/by-origin/swahili/
1441,Gabin,swahili ,https://www.names.org/lists/by-origin/swahili/
1442,Konneh,african,https://www.names.org/lists/by-origin/african/
1443,Nnamani,igbo,https://www.names.org/lists/by-origin/igbo/
1444,Mabe,african-american,https://www.names.org/lists/by-origin/african/
1445,Olanna,igbo,https://www.names.org/lists/by-origin/igbo/
1446,Inam,xhosa,https://www.names.org/lists/by-origin/xhosa/
1447,Lara,english,https://www.names.org/lists/by-origin/english/
1448,Imani,swahili ,https://www.names.org/lists/by-origin/swahili/
1449,Wondimu,amharic,https://www.names.org/lists/by-origin/amharic/
1450,Pomare,english,https://www.names.org/lists/by-origin/english/
1451,Wengel,amharic,https://www.names.org/lists/by-origin/amharic/
1452,Mathys,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1453,Goree,african-american,https://www.names.org/lists/by-origin/african/
1454,Daramy,yoruba,https://www.names.org/lists/by-origin/yoruba/
1455,Sipal,arabic,https://www.names.org/lists/by-origin/arabic/
1456,Keston,english,https://www.names.org/lists/by-origin/english/
1457,Een,arabic,https://www.names.org/lists/by-origin/arabic/
1458,Maduka,igbo,https://www.names.org/lists/by-origin/igbo/
1459,Vilakazi,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1460,Sanneh,african,https://www.names.org/lists/by-origin/african/
1461,Kelsey,english,https://www.names.org/lists/by-origin/english/
1462,Gittens,african-american,https://www.names.org/lists/by-origin/african/
1463,Teta,yoruba,https://www.names.org/lists/by-origin/yoruba/
1464,Hunter,english,https://www.names.org/lists/by-origin/english/
1465,Olivier,swahili ,https://www.names.org/lists/by-origin/swahili/
1466,Durban,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1467,Prince,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1468,Okon,igbo,https://www.names.org/lists/by-origin/igbo/
1469,Zino,igbo,https://www.names.org/lists/by-origin/igbo/
1470,Arendse,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1471,Worku,amharic,https://www.names.org/lists/by-origin/amharic/
1472,Thys,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1473,Berejiklian,english,https://www.names.org/lists/by-origin/english/
1474,Masa,xhosa,https://www.names.org/lists/by-origin/xhosa/
1475,Dieudonne,swahili ,https://www.names.org/lists/by-origin/swahili/
1476,Achebe,igbo,https://www.names.org/lists/by-origin/igbo/
1477,Neufville,african,https://www.names.org/lists/by-origin/african/
1478,Yared,amharic,https://www.names.org/lists/by-origin/amharic/
1479,Iheanacho,igbo,https://www.names.org/lists/by-origin/igbo/
1480,Ahmad,arabic,https://www.names.org/lists/by-origin/arabic/
1481,Scott,english,https://www.names.org/lists/by-origin/english/
1482,Micke,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1483,Satta,yoruba,https://www.names.org/lists/by-origin/yoruba/
1484,Kenyon,african-american,https://www.names.org/lists/by-origin/african/
1485,Sampa,xhosa,https://www.names.org/lists/by-origin/xhosa/
1486,Wale,yoruba,https://www.names.org/lists/by-origin/yoruba/
1487,Simone,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1488,Mathna,swahili ,https://www.names.org/lists/by-origin/swahili/
1489,Saraya,arabic,https://www.names.org/lists/by-origin/arabic/
1490,Aklilu,amharic,https://www.names.org/lists/by-origin/amharic/
1491,Camara,african-american,https://www.names.org/lists/by-origin/african/
1492,Akar,arabic,https://www.names.org/lists/by-origin/arabic/
1493,Zamani,african,https://www.names.org/lists/by-origin/african/
1494,Saron,african,https://www.names.org/lists/by-origin/african/
1495,Chisum,igbo,https://www.names.org/lists/by-origin/igbo/
1496,Varney,african,https://www.names.org/lists/by-origin/african/
1497,Peris,swahili ,https://www.names.org/lists/by-origin/swahili/
1498,Duro,yoruba,https://www.names.org/lists/by-origin/yoruba/
1499,Bethel,african-american,https://www.names.org/lists/by-origin/african/
1500,Courtney,english,https://www.names.org/lists/by-origin/english/
1501,Cascia,arabic,https://www.names.org/lists/by-origin/arabic/
1502,Johannes,african-american,https://www.names.org/lists/by-origin/african/
1503,Gordon,english,https://www.names.org/lists/by-origin/english/
1504,Alozie,igbo,https://www.names.org/lists/by-origin/igbo/
1505,Ebie,igbo,https://www.names.org/lists/by-origin/igbo/
1506,Dhliwayo,xhosa,https://www.names.org/lists/by-origin/xhosa/
1507,Ford,english,https://www.names.org/lists/by-origin/english/
1508,Lamin,african,https://www.names.org/lists/by-origin/african/
1509,Willow,english,https://www.names.org/lists/by-origin/english/
1510,Aro,arabic,https://www.names.org/lists/by-origin/arabic/
1511,Broom,african-american,https://www.names.org/lists/by-origin/african/
1512,Renier,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1513,Asante,swahili ,https://www.names.org/lists/by-origin/swahili/
1514,Njuguna,swahili ,https://www.names.org/lists/by-origin/swahili/
1515,Matta,arabic,https://www.names.org/lists/by-origin/arabic/
1516,Iwuagwu,igbo,https://www.names.org/lists/by-origin/igbo/
1517,Mennen,amharic,https://www.names.org/lists/by-origin/amharic/
1518,Koda,english,https://www.names.org/lists/by-origin/english/
1519,Perry,english,https://www.names.org/lists/by-origin/english/
1520,Powell,english,https://www.names.org/lists/by-origin/english/
1521,Lekan,yoruba,https://www.names.org/lists/by-origin/yoruba/
1522,Angus,english,https://www.names.org/lists/by-origin/english/
1523,Beyers,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1524,Minaur,english,https://www.names.org/lists/by-origin/english/
1525,Soka,xhosa,https://www.names.org/lists/by-origin/xhosa/
1526,Adeniran,yoruba,https://www.names.org/lists/by-origin/yoruba/
1527,Ugwu,igbo,https://www.names.org/lists/by-origin/igbo/
1528,Ward,english,https://www.names.org/lists/by-origin/english/
1529,Lamar,arabic,https://www.names.org/lists/by-origin/arabic/
1530,Eke,igbo,https://www.names.org/lists/by-origin/igbo/
1531,Jore,yoruba,https://www.names.org/lists/by-origin/yoruba/
1532,Te,english,https://www.names.org/lists/by-origin/english/
1533,Tayo,african,https://www.names.org/lists/by-origin/african/
1534,Medina,arabic,https://www.names.org/lists/by-origin/arabic/
1535,Freeman,english,https://www.names.org/lists/by-origin/english/
1536,Lilly,english,https://www.names.org/lists/by-origin/english/
1537,Navas,arabic,https://www.names.org/lists/by-origin/arabic/
1538,Phillips,english,https://www.names.org/lists/by-origin/english/
1539,Saheed,yoruba,https://www.names.org/lists/by-origin/yoruba/
1540,Negussie,amharic,https://www.names.org/lists/by-origin/amharic/
1541,Ebben,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1542,Moses,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1543,Weah,yoruba,https://www.names.org/lists/by-origin/yoruba/
1544,Brooks,english,https://www.names.org/lists/by-origin/english/
1545,Foster,english,https://www.names.org/lists/by-origin/english/
1546,Oladipo,yoruba,https://www.names.org/lists/by-origin/yoruba/
1547,Ogbuehi,igbo,https://www.names.org/lists/by-origin/igbo/
1548,Adewale,yoruba,https://www.names.org/lists/by-origin/yoruba/
1549,Craig,english,https://www.names.org/lists/by-origin/english/
1550,Wright,english,https://www.names.org/lists/by-origin/english/
1551,Kadian,english,https://www.names.org/lists/by-origin/english/
1552,Miller,english,https://www.names.org/lists/by-origin/english/
1553,Nwigwe,igbo,https://www.names.org/lists/by-origin/igbo/
1554,Okorie,igbo,https://www.names.org/lists/by-origin/igbo/
1555,Leen,arabic,https://www.names.org/lists/by-origin/arabic/
1556,Gerson,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1557,Woldeselassie,amharic,https://www.names.org/lists/by-origin/amharic/
1558,Louwrens,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1559,Rana,arabic,https://www.names.org/lists/by-origin/arabic/
1560,Molefe,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1561,Buti,xhosa,https://www.names.org/lists/by-origin/xhosa/
1562,Bimbo,yoruba,https://www.names.org/lists/by-origin/yoruba/
1563,Foye,yoruba,https://www.names.org/lists/by-origin/yoruba/
1564,Surine,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1565,Marcon,amharic,https://www.names.org/lists/by-origin/amharic/
1566,Lottering,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1567,Adeyemi,yoruba,https://www.names.org/lists/by-origin/yoruba/
1568,Sana,arabic,https://www.names.org/lists/by-origin/arabic/
1569,Mbah,igbo,https://www.names.org/lists/by-origin/igbo/
1570,Washington,english,https://www.names.org/lists/by-origin/english/
1571,Werda,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1572,Egide,swahili ,https://www.names.org/lists/by-origin/swahili/
1573,Negatu,amharic,https://www.names.org/lists/by-origin/amharic/
1574,Westhuizen,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1575,Ogundipe,yoruba,https://www.names.org/lists/by-origin/yoruba/
1576,Hamid,arabic,https://www.names.org/lists/by-origin/arabic/
1577,Zied,arabic,https://www.names.org/lists/by-origin/arabic/
1578,Summer,english,https://www.names.org/lists/by-origin/english/
1579,Warsame,arabic,https://www.names.org/lists/by-origin/arabic/
1580,Ash,english,https://www.names.org/lists/by-origin/english/
1581,Amro,amharic,https://www.names.org/lists/by-origin/amharic/
1582,Shade,african-american,https://www.names.org/lists/by-origin/african/
1583,Sackie,african,https://www.names.org/lists/by-origin/african/
1584,Anas,arabic,https://www.names.org/lists/by-origin/arabic/
1585,Tala,arabic,https://www.names.org/lists/by-origin/arabic/
1586,Sambou,african,https://www.names.org/lists/by-origin/african/
1587,Imran,arabic,https://www.names.org/lists/by-origin/arabic/
1588,Igwe,igbo,https://www.names.org/lists/by-origin/igbo/
1589,Popoola,yoruba,https://www.names.org/lists/by-origin/yoruba/
1590,Sudan,amharic,https://www.names.org/lists/by-origin/amharic/
1591,Mwale,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1592,Ibeh,igbo,https://www.names.org/lists/by-origin/igbo/
1593,Alexander,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1594,Belete,amharic,https://www.names.org/lists/by-origin/amharic/
1595,Asher,english,https://www.names.org/lists/by-origin/english/
1596,Haider,arabic,https://www.names.org/lists/by-origin/arabic/
1597,Khalil,arabic,https://www.names.org/lists/by-origin/arabic/
1598,Shammah,swahili ,https://www.names.org/lists/by-origin/swahili/
1599,Zayan,arabic,https://www.names.org/lists/by-origin/arabic/
1600,Tobe,igbo,https://www.names.org/lists/by-origin/igbo/
1601,Ousman,african,https://www.names.org/lists/by-origin/african/
1602,Lome,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1603,Hanan,amharic,https://www.names.org/lists/by-origin/amharic/
1604,Filson,amharic,https://www.names.org/lists/by-origin/amharic/
1605,Mesfin,amharic,https://www.names.org/lists/by-origin/amharic/
1606,Bilal,arabic,https://www.names.org/lists/by-origin/arabic/
1607,Kingsley,african-american,https://www.names.org/lists/by-origin/african/
1608,Godlove,swahili ,https://www.names.org/lists/by-origin/swahili/
1609,Anania,amharic,https://www.names.org/lists/by-origin/amharic/
1610,Bahati,swahili ,https://www.names.org/lists/by-origin/swahili/
1611,Tegegne,amharic,https://www.names.org/lists/by-origin/amharic/
1612,Maye,african-american,https://www.names.org/lists/by-origin/african/
1613,Sienna,english,https://www.names.org/lists/by-origin/english/
1614,Mohamed,african,https://www.names.org/lists/by-origin/african/
1615,Simi,african,https://www.names.org/lists/by-origin/african/
1616,Saccoh,african,https://www.names.org/lists/by-origin/african/
1617,Tunkara,african,https://www.names.org/lists/by-origin/african/
1618,Tangi,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1619,Koah,english,https://www.names.org/lists/by-origin/english/
1620,Pezo,xhosa,https://www.names.org/lists/by-origin/xhosa/
1621,Senay,amharic,https://www.names.org/lists/by-origin/amharic/
1622,River,english,https://www.names.org/lists/by-origin/english/
1623,Shane,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1624,Webby,xhosa,https://www.names.org/lists/by-origin/xhosa/
1625,Walker,english,https://www.names.org/lists/by-origin/english/
1626,Cornay,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1627,Shiko,swahili ,https://www.names.org/lists/by-origin/swahili/
1628,Koko,swahili ,https://www.names.org/lists/by-origin/swahili/
1629,Lungu,xhosa,https://www.names.org/lists/by-origin/xhosa/
1630,Kalab,amharic,https://www.names.org/lists/by-origin/amharic/
1631,Ane,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1632,Janneh,african,https://www.names.org/lists/by-origin/african/
1633,Chisholm,african-american,https://www.names.org/lists/by-origin/african/
1634,Kairo,arabic,https://www.names.org/lists/by-origin/arabic/
1635,Papa,african-american,https://www.names.org/lists/by-origin/african/
1636,Charbel,arabic,https://www.names.org/lists/by-origin/arabic/
1637,Roha,amharic,https://www.names.org/lists/by-origin/amharic/
1638,Jesser,arabic,https://www.names.org/lists/by-origin/arabic/
1639,Moyo,african,https://www.names.org/lists/by-origin/african/
1640,Deen,arabic,https://www.names.org/lists/by-origin/arabic/
1641,Kiya,african,https://www.names.org/lists/by-origin/african/
1642,Abegaz,amharic,https://www.names.org/lists/by-origin/amharic/
1643,Shola,yoruba,https://www.names.org/lists/by-origin/yoruba/
1644,Bruce,english,https://www.names.org/lists/by-origin/english/
1645,Ryno,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
1646,Irabor,igbo,https://www.names.org/lists/by-origin/igbo/
1647,Shaira,arabic,https://www.names.org/lists/by-origin/arabic/
1648,Milani,african,https://www.names.org/lists/by-origin/african/
1649,Eyob,amharic,https://www.names.org/lists/by-origin/amharic/
