recnr,firstname,sex,origin,source
3275,Rauna,female,african,https://www.names.org/lists/by-origin/african/
3276,Aaron,male,english,https://www.names.org/lists/by-origin/english/
3277,Jasmin,female,arabic,https://www.names.org/lists/by-origin/arabic/
3278,Jahari,female,swahili ,https://www.names.org/lists/by-origin/swahili/
3279,Zaiel,male,arabic,https://www.names.org/lists/by-origin/arabic/
3280,Fatu,male,african,https://www.names.org/lists/by-origin/african/
3281,Zain,male,arabic,https://www.names.org/lists/by-origin/arabic/
3282,Ronah,female,swahili ,https://www.names.org/lists/by-origin/swahili/
3283,Jamie,male,english,https://www.names.org/lists/by-origin/english/
3284,Chinonye,male,igbo,https://www.names.org/lists/by-origin/igbo/
3285,Sofonias,male,amharic,https://www.names.org/lists/by-origin/amharic/
3286,Steyn,male,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
3287,Sudi,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
3288,Ava,female,english,https://www.names.org/lists/by-origin/english/
3289,Tando,male,xhosa,https://www.names.org/lists/by-origin/xhosa/
3290,Howard,male,english,https://www.names.org/lists/by-origin/english/
3291,Abdullahi,male,arabic,https://www.names.org/lists/by-origin/arabic/
3292,Alice,female,english,https://www.names.org/lists/by-origin/english/
3293,Ada,female,african,https://www.names.org/lists/by-origin/african/
3294,Wouter,male,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
3295,Ololade,male,african,https://www.names.org/lists/by-origin/african/
3296,Thina,female,xhosa,https://www.names.org/lists/by-origin/xhosa/
3297,Yendi,female,arabic,https://www.names.org/lists/by-origin/arabic/
3298,Adeola,male,yoruba,https://www.names.org/lists/by-origin/yoruba/
3299,Amanuel,male,amharic,https://www.names.org/lists/by-origin/amharic/
3300,Nora,female,arabic,https://www.names.org/lists/by-origin/arabic/
3301,Yuster,female,swahili ,https://www.names.org/lists/by-origin/swahili/
3302,Mulenga,male,xhosa,https://www.names.org/lists/by-origin/xhosa/
3303,Darasimi,female,yoruba,https://www.names.org/lists/by-origin/yoruba/
3304,Ndungu,male,swahili ,https://www.names.org/lists/by-origin/swahili/
3305,Leta ,female,swahili ,https://teamgroupnames.com/swahili-girl-names/
3306,Ope,female,yoruba,https://www.names.org/lists/by-origin/yoruba/
3307,Bernalee,female,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
3308,Bokang,male,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
3309,Fridah,female,swahili ,https://www.names.org/lists/by-origin/swahili/
3310,Phina,female,yoruba,https://www.names.org/lists/by-origin/yoruba/
3311,Aydia,female,swahili ,https://www.names.org/lists/by-origin/swahili/
3312,Rehema,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
3313,Tumaini ,female,swahili ,https://teamgroupnames.com/swahili-girl-names/
3314,Erioluwa,female,yoruba,https://www.names.org/lists/by-origin/yoruba/
3315,Elme,female,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
3316,Teniola,female,yoruba,https://www.names.org/lists/by-origin/yoruba/
3317,Anda,female,xhosa,https://www.names.org/lists/by-origin/xhosa/
3318,Igwe,female,igbo,https://www.names.org/lists/by-origin/igbo/
3319,Lekan,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
3320,Babatunde,male,yoruba,https://www.names.org/lists/by-origin/yoruba/
3321,Mazikeen,female,english,https://www.names.org/lists/by-origin/english/
3322,Katara,female,arabic,https://www.names.org/lists/by-origin/arabic/
3323,Ndirangu,male,swahili ,https://www.names.org/lists/by-origin/swahili/
3324,Alier,male,amharic,https://www.names.org/lists/by-origin/amharic/
3325,Melandri,female,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
3326,Lengo,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
3327,Adane,male,amharic,https://www.names.org/lists/by-origin/amharic/
3328,Dalila ,female,swahili ,https://teamgroupnames.com/swahili-girl-names/
3329,Boikanyo,male,african,https://www.names.org/lists/by-origin/african/
3330,Yaya,female,african,https://www.names.org/lists/by-origin/african/
3331,Germari,male,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
3332,Chidiebube,male,igbo,https://www.names.org/lists/by-origin/igbo/
3333,Arinzechukwu,male,igbo,https://www.names.org/lists/by-origin/igbo/
3334,Mzimkhulu,male,xhosa,https://www.names.org/lists/by-origin/xhosa/
3335,Alicia,female,english,https://www.names.org/lists/by-origin/english/
3336,Suane,male,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
3337,Fenan,male,amharic,https://www.names.org/lists/by-origin/amharic/
3338,Libone,male,xhosa,https://www.names.org/lists/by-origin/xhosa/
3339,Abigail,female,english,https://www.names.org/lists/by-origin/english/
3340,Paul,male,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
3341,Coletha,female,swahili ,https://www.names.org/lists/by-origin/swahili/
3342,Bisharo,female,arabic,https://www.names.org/lists/by-origin/arabic/
3343,Ivory,male,african-american,https://www.names.org/lists/by-origin/african/
3344,Kovu,male,swahili ,https://www.names.org/lists/by-origin/swahili/
3345,Tsion,male,amharic,https://www.names.org/lists/by-origin/amharic/
3346,Catalia,female,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
3347,Basha ,female,swahili ,https://teamgroupnames.com/swahili-girl-names/
3348,Arefa,female,xhosa,https://www.names.org/lists/by-origin/xhosa/
3349,Korede,male,yoruba,https://www.names.org/lists/by-origin/yoruba/
3350,Asukulu,male,swahili ,https://www.names.org/lists/by-origin/swahili/
3351,Kadiatou,female,african,https://www.names.org/lists/by-origin/african/
3352,Eboni,female,african,https://www.names.org/lists/by-origin/african/
3353,Ngandwe,male,xhosa,https://www.names.org/lists/by-origin/xhosa/
3354,Zikora,male,igbo,https://www.names.org/lists/by-origin/igbo/
3355,Lotanna,male,igbo,https://www.names.org/lists/by-origin/igbo/
3356,Chisha,male,xhosa,https://www.names.org/lists/by-origin/xhosa/
3357,Benjamin,male,english,https://www.names.org/lists/by-origin/english/
3358,Kissi,female,yoruba,https://www.names.org/lists/by-origin/yoruba/
3359,Charlotte,female,english,https://www.names.org/lists/by-origin/english/
3360,Recheal,female,igbo,https://www.names.org/lists/by-origin/igbo/
3361,Yolisa,female,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
3362,Selihom,female,amharic,https://www.names.org/lists/by-origin/amharic/
3363,Esona,female,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
3364,Anaiza,female,arabic,https://www.names.org/lists/by-origin/arabic/
3365,Elimu ,female,swahili ,https://teamgroupnames.com/swahili-girl-names/
3366,Mazi,female,igbo,https://www.names.org/lists/by-origin/igbo/
3367,Roy,male,english,https://www.names.org/lists/by-origin/english/
3368,Nuhamin,female,african,https://www.names.org/lists/by-origin/african/
3369,Lianca,female,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
3370,Niara,female,swahili ,https://www.names.org/lists/by-origin/swahili/
3371,Kertina,female,amharic,https://www.names.org/lists/by-origin/amharic/
3372,Fikir,female,amharic,https://www.names.org/lists/by-origin/amharic/
3373,Yosan,male,amharic,https://www.names.org/lists/by-origin/amharic/
3374,Cascia,female,arabic,https://www.names.org/lists/by-origin/arabic/
3375,Erioluwa,male,yoruba,https://www.names.org/lists/by-origin/yoruba/
3376,Jatta,male,african,https://www.names.org/lists/by-origin/african/
3377,Jowayne,male,english,https://www.names.org/lists/by-origin/english/
3378,Taraoluwa,female,yoruba,https://www.names.org/lists/by-origin/yoruba/
3379,Kenya,male,african-american,https://www.names.org/lists/by-origin/african/
3380,Anchen,female,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
3381,Sidahmed,male,arabic,https://www.names.org/lists/by-origin/arabic/
3382,Alpha,female,african,https://www.names.org/lists/by-origin/african/
3383,Opeyemi,female,yoruba,https://www.names.org/lists/by-origin/yoruba/
3384,Bassey,male,african,https://www.names.org/lists/by-origin/african/
3385,Tracy,male,english,https://www.names.org/lists/by-origin/english/
3386,Lisa,female,english,https://www.names.org/lists/by-origin/english/
3387,Vuyiswa,female,xhosa,https://www.names.org/lists/by-origin/xhosa/
3388,Adijat,female,igbo,https://www.names.org/lists/by-origin/igbo/
3389,Lona,female,african,https://www.names.org/lists/by-origin/african/
3390,Yolisa,male,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
3391,Vita,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
3392,Bisola,female,yoruba,https://www.names.org/lists/by-origin/yoruba/
3393,Ifeanyichukwu,male,igbo,https://www.names.org/lists/by-origin/igbo/
3394,Saheed,male,yoruba,https://www.names.org/lists/by-origin/yoruba/
3395,Maziko,male,xhosa,https://www.names.org/lists/by-origin/xhosa/
3396,Tene,female,swahili ,https://www.names.org/lists/by-origin/swahili/
3397,Marijke,female,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
3398,Kercy,male,swahili ,https://www.names.org/lists/by-origin/swahili/
3399,Chernor,male,african,https://www.names.org/lists/by-origin/african/
3400,Randy,male,english,https://www.names.org/lists/by-origin/english/
3401,Jerrold,male,african-american,https://www.names.org/lists/by-origin/african/
3402,Arthur,male,english,https://www.names.org/lists/by-origin/english/
3403,Kalonji,male,swahili ,https://www.names.org/lists/by-origin/swahili/
3404,Neema,female,swahili ,https://www.names.org/lists/by-origin/swahili/
3405,Bonolo,female,african,https://www.names.org/lists/by-origin/african/
3406,Opeyemi,male,african,https://www.names.org/lists/by-origin/african/
3407,Idah,female,xhosa,https://www.names.org/lists/by-origin/xhosa/
3408,Malikia,male,swahili ,https://www.names.org/lists/by-origin/swahili/
3409,Shiko,male,swahili ,https://www.names.org/lists/by-origin/swahili/
3410,Keneil,male,english,https://www.names.org/lists/by-origin/english/
3411,Riaan,male,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
3412,Zaniyah,female,african,https://www.names.org/lists/by-origin/african/
3413,Anissa,female,arabic,https://www.names.org/lists/by-origin/arabic/
3414,Neytiri,female,african,https://www.names.org/lists/by-origin/african/
3415,Wedu,male,xhosa,https://www.names.org/lists/by-origin/xhosa/
3416,Chigozirim,male,igbo,https://www.names.org/lists/by-origin/igbo/
3417,Tatizo,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
3418,Mburu,male,swahili ,https://www.names.org/lists/by-origin/swahili/
3419,Jacqueline,female,english,https://www.names.org/lists/by-origin/english/
3420,Farah,female,arabic,https://www.names.org/lists/by-origin/arabic/
3421,Sihle,male,african,https://www.names.org/lists/by-origin/african/
3422,Rashad,male,arabic,https://www.names.org/lists/by-origin/arabic/
3423,Cherissa,female,swahili ,https://www.names.org/lists/by-origin/swahili/
3424,Bwana,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
3425,Behati,female,swahili ,https://www.names.org/lists/by-origin/swahili/
3426,Louise,female,english,https://www.names.org/lists/by-origin/english/
3427,Dwayne,male,english,https://www.names.org/lists/by-origin/english/
3428,Zinachimdi,male,igbo,https://www.names.org/lists/by-origin/igbo/
3429,Oyana,male,swahili ,https://www.names.org/lists/by-origin/swahili/
3430,Sika ,female,swahili ,https://teamgroupnames.com/swahili-girl-names/
3431,Jamila ,female,swahili ,https://teamgroupnames.com/swahili-girl-names/
3432,Lamla,male,xhosa,https://www.names.org/lists/by-origin/xhosa/
3433,Ahmari,female,yoruba,https://www.names.org/lists/by-origin/yoruba/
3434,Israella,female,xhosa,https://www.names.org/lists/by-origin/xhosa/
3435,Oluwadarasimi,male,yoruba,https://www.names.org/lists/by-origin/yoruba/
3436,Gatete,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
3437,Ruby,female,english,https://www.names.org/lists/by-origin/english/
3438,Kenechukwu,male,igbo,https://www.names.org/lists/by-origin/igbo/
3439,Lakeisha,female,african,https://www.names.org/lists/by-origin/african/
3440,Princia,female,swahili ,https://www.names.org/lists/by-origin/swahili/
3441,Wambugu,male,swahili ,https://www.names.org/lists/by-origin/swahili/
3442,Kollie,male,african,https://www.names.org/lists/by-origin/african/
3443,Kamsiyochukwu,male,african,https://www.names.org/lists/by-origin/african/
3444,Enzi,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
3445,Oyindamola,female,yoruba,https://www.names.org/lists/by-origin/yoruba/
3446,Jeandre,female,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
3447,Tomiwa,female,yoruba,https://www.names.org/lists/by-origin/yoruba/
3448,Makonnen,male,amharic,https://www.names.org/lists/by-origin/amharic/
3449,Ebunoluwa,female,yoruba,https://www.names.org/lists/by-origin/yoruba/
3450,Urenna,female,igbo,https://www.names.org/lists/by-origin/igbo/
3451,Mehret,female,amharic,https://www.names.org/lists/by-origin/amharic/
3452,Iyanuoluwa,female,yoruba,https://www.names.org/lists/by-origin/yoruba/
3453,Quavious,male,african,https://www.names.org/lists/by-origin/african/
3454,Sandrine,female,swahili ,https://www.names.org/lists/by-origin/swahili/
3455,Yusta,female,swahili ,https://www.names.org/lists/by-origin/swahili/
3456,Anthony,male,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
3457,Mahlet,female,amharic,https://www.names.org/lists/by-origin/amharic/
3458,Isabella,female,english,https://www.names.org/lists/by-origin/english/
3459,Sidona,female,amharic,https://www.names.org/lists/by-origin/amharic/
3460,Beza,female,amharic,https://www.names.org/lists/by-origin/amharic/
3461,Dlin,female,arabic,https://www.names.org/lists/by-origin/arabic/
3462,Boikanyo,female,african,https://www.names.org/lists/by-origin/african/
3463,Williette,female,yoruba,https://www.names.org/lists/by-origin/yoruba/
3464,Kobie,female,swahili ,https://www.names.org/lists/by-origin/swahili/
3465,Kafil,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
3466,Jackline,female,swahili ,https://www.names.org/lists/by-origin/swahili/
3467,Aminah,female,arabic,https://www.names.org/lists/by-origin/arabic/
3468,Sango,female,xhosa,https://www.names.org/lists/by-origin/xhosa/
3469,Jamaal,male,arabic,https://www.names.org/lists/by-origin/arabic/
3470,Emerance,female,swahili ,https://www.names.org/lists/by-origin/swahili/
3471,Irene,female,english,https://www.names.org/lists/by-origin/english/
3472,Ishola,male,african,https://www.names.org/lists/by-origin/african/
3473,Simphiwe,female,african,https://www.names.org/lists/by-origin/african/
3474,Awab,male,amharic,https://www.names.org/lists/by-origin/amharic/
3475,Laila,female,arabic,https://www.names.org/lists/by-origin/arabic/
3476,Marquan,male,african-american,https://www.names.org/lists/by-origin/african/
3477,Ezile,male,xhosa,https://www.names.org/lists/by-origin/xhosa/
3478,Malkia ,female,swahili ,https://teamgroupnames.com/swahili-girl-names/
3479,Satti,male,amharic,https://www.names.org/lists/by-origin/amharic/
3480,Ephrata,female,amharic,https://www.names.org/lists/by-origin/amharic/
3481,Uwezo,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
3482,Kiswana,female,swahili ,https://www.names.org/lists/by-origin/swahili/
3483,Rasuli,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
3484,Adedayo,male,yoruba,https://www.names.org/lists/by-origin/yoruba/
3485,Kachiside,male,igbo,https://www.names.org/lists/by-origin/igbo/
3486,Mwale,female,xhosa,https://www.names.org/lists/by-origin/xhosa/
3487,Khamisi,male,swahili ,https://www.names.org/lists/by-origin/swahili/
3488,Mesfin,male,amharic,https://www.names.org/lists/by-origin/amharic/
3489,Tavon,male,african-american,https://www.names.org/lists/by-origin/african/
3490,Bilal,male,arabic,https://www.names.org/lists/by-origin/arabic/
3491,Amber,female,arabic,https://www.names.org/lists/by-origin/arabic/
3492,Adia,female,swahili ,https://www.names.org/lists/by-origin/swahili/
3493,Tsitso,male,xhosa,https://www.names.org/lists/by-origin/xhosa/
3494,Mohale,male,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
3495,Chisimdi,male,igbo,https://www.names.org/lists/by-origin/igbo/
3496,Timileyin,male,yoruba,https://www.names.org/lists/by-origin/yoruba/
3497,Nuch,female,yoruba,https://www.names.org/lists/by-origin/yoruba/
3498,Endelea,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
3499,Ella,female,english,https://www.names.org/lists/by-origin/english/
3500,Lebbie,male,yoruba,https://www.names.org/lists/by-origin/yoruba/
3501,Lordrick,male,swahili ,https://www.names.org/lists/by-origin/swahili/
3502,Anzel,male,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
3503,Hewan,male,amharic,https://www.names.org/lists/by-origin/amharic/
3504,Afya,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
3505,Oluwatamilore,female,yoruba,https://www.names.org/lists/by-origin/yoruba/
3506,Eduan,male,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
3507,Ayodele,male,yoruba,https://www.names.org/lists/by-origin/yoruba/
3508,Kimberly,female,english,https://www.names.org/lists/by-origin/english/
3509,Koko,male,swahili ,https://www.names.org/lists/by-origin/swahili/
3510,Siwe,male,xhosa,https://www.names.org/lists/by-origin/xhosa/
3511,Chikamso,female,igbo,https://www.names.org/lists/by-origin/igbo/
3512,Rihem,female,african,https://www.names.org/lists/by-origin/african/
3513,Kimara,female,swahili ,https://www.names.org/lists/by-origin/swahili/
3514,Kelechukwu,male,igbo,https://www.names.org/lists/by-origin/igbo/
3515,Mosima,female,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
3516,Zayn,male,arabic,https://www.names.org/lists/by-origin/arabic/
3517,Mihrimah,female,arabic,https://www.names.org/lists/by-origin/arabic/
3518,Johari,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
3519,Lauren,female,english,https://www.names.org/lists/by-origin/english/
3520,Jordan,male,english,https://www.names.org/lists/by-origin/english/
3521,Audu,male,igbo,https://www.names.org/lists/by-origin/igbo/
3522,Sudais,male,arabic,https://www.names.org/lists/by-origin/arabic/
3523,Ayobami,male,yoruba,https://www.names.org/lists/by-origin/yoruba/
3524,Tami,female,african,https://www.names.org/lists/by-origin/african/
3525,Fatai,male,igbo,https://www.names.org/lists/by-origin/igbo/
3526,Tofauti,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
3527,Eldana,female,african,https://www.names.org/lists/by-origin/african/
3528,Zariah,female,african,https://www.names.org/lists/by-origin/african/
3529,Mackline,male,swahili ,https://www.names.org/lists/by-origin/swahili/
3530,Isla,female,english,https://www.names.org/lists/by-origin/english/
3531,Kajuana,female,swahili ,https://www.names.org/lists/by-origin/swahili/
3532,Heshima,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
3533,Adanna ,female,swahili ,https://teamgroupnames.com/swahili-girl-names/
3534,Hiruy,male,amharic,https://www.names.org/lists/by-origin/amharic/
3535,Tracy,female,english,https://www.names.org/lists/by-origin/english/
3536,Ugochukwu,male,igbo,https://www.names.org/lists/by-origin/igbo/
3537,Niyah,female,african,https://www.names.org/lists/by-origin/african/
3538,Munachiso,male,igbo,https://www.names.org/lists/by-origin/igbo/
3539,Adaobi,female,igbo,https://www.names.org/lists/by-origin/igbo/
3540,Dinka,female,amharic,https://www.names.org/lists/by-origin/amharic/
3541,Queensley,female,igbo,https://www.names.org/lists/by-origin/igbo/
3542,Nana,male,african,https://www.names.org/lists/by-origin/african/
3543,Nhial,male,amharic,https://www.names.org/lists/by-origin/amharic/
3544,Ramlo,female,arabic,https://www.names.org/lists/by-origin/arabic/
3545,Leykun,male,african,https://www.names.org/lists/by-origin/african/
3546,Kafayat,female,yoruba,https://www.names.org/lists/by-origin/yoruba/
3547,Rashidi,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
3548,Ololade,female,yoruba,https://www.names.org/lists/by-origin/yoruba/
3549,Shedrach,male,igbo,https://www.names.org/lists/by-origin/igbo/
3550,Zhuri,female,swahili ,https://www.names.org/lists/by-origin/swahili/
3551,Trecy,female,swahili ,https://www.names.org/lists/by-origin/swahili/
3552,Tajay,female,english,https://www.names.org/lists/by-origin/english/
3553,Olayinka,female,yoruba,https://www.names.org/lists/by-origin/yoruba/
3554,Jessie,female,english,https://www.names.org/lists/by-origin/english/
3555,Maryke,female,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
3556,Demetric,male,african-american,https://www.names.org/lists/by-origin/african/
3557,Adebayo,male,yoruba,https://www.names.org/lists/by-origin/yoruba/
3558,Keduse,male,amharic,https://www.names.org/lists/by-origin/amharic/
3559,Proscovia,female,swahili ,https://www.names.org/lists/by-origin/swahili/
3560,Jennifer,female,english,https://www.names.org/lists/by-origin/english/
3561,Ua,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
3562,Anzal,female,arabic,https://www.names.org/lists/by-origin/arabic/
3563,Betty,female,english,https://www.names.org/lists/by-origin/english/
3564,Lamar,male,arabic,https://www.names.org/lists/by-origin/arabic/
3565,Adane,female,amharic,https://www.names.org/lists/by-origin/amharic/
3566,Adanaya,female,igbo,https://www.names.org/lists/by-origin/igbo/
3567,Shawn,male,english,https://www.names.org/lists/by-origin/english/
3568,Adonay,male,amharic,https://www.names.org/lists/by-origin/amharic/
3569,Mistura,female,arabic,https://www.names.org/lists/by-origin/arabic/
3570,Gugu,male,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
3571,Katso,male,xhosa,https://www.names.org/lists/by-origin/xhosa/
3572,Toya,female,african,https://www.names.org/lists/by-origin/african/
3573,Josh,male,english,https://www.names.org/lists/by-origin/english/
3574,Khamani,male,swahili ,https://www.names.org/lists/by-origin/swahili/
3575,Johannes,male,african-american,https://www.names.org/lists/by-origin/african/
3576,Jeiel,male,igbo,https://www.names.org/lists/by-origin/igbo/
3577,Lindelo,male,xhosa,https://www.names.org/lists/by-origin/xhosa/
3578,Chiziterem,female,igbo,https://www.names.org/lists/by-origin/igbo/
3579,Yusta,male,swahili ,https://www.names.org/lists/by-origin/swahili/
3580,Chisom,male,igbo,https://www.names.org/lists/by-origin/igbo/
3581,Eyuel,male,african,https://www.names.org/lists/by-origin/african/
3582,Lordina,female,african,https://www.names.org/lists/by-origin/african/
3583,Jandre,male,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
3584,Crystal,female,english,https://www.names.org/lists/by-origin/english/
3585,Marnus,male,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
3586,Chizitere,male,igbo,https://www.names.org/lists/by-origin/igbo/
3587,Payam,male,african,https://www.names.org/lists/by-origin/african/
3588,Adannaya,female,igbo,https://www.names.org/lists/by-origin/igbo/
3589,Neelo,female,xhosa,https://www.names.org/lists/by-origin/xhosa/
3590,Lume,female,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
3591,Haraka,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
3592,Richard,male,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
3593,Khamari,male,african-american,https://www.names.org/lists/by-origin/african/
3594,Korto,female,yoruba,https://www.names.org/lists/by-origin/yoruba/
3595,Mosa,female,xhosa,https://www.names.org/lists/by-origin/xhosa/
3596,Okoro,male,igbo,https://www.names.org/lists/by-origin/igbo/
3597,Njeri,female,swahili ,https://www.names.org/lists/by-origin/swahili/
3598,Amina,female,arabic,https://www.names.org/lists/by-origin/arabic/
3599,Olayinka,male,yoruba,https://www.names.org/lists/by-origin/yoruba/
3600,Ammar,male,arabic,https://www.names.org/lists/by-origin/arabic/
3601,Nibar,female,arabic,https://www.names.org/lists/by-origin/arabic/
3602,Amini,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
3603,Archibong,male,igbo,https://www.names.org/lists/by-origin/igbo/
3604,Lemi,male,amharic,https://www.names.org/lists/by-origin/amharic/
3605,Abdulai,male,yoruba,https://www.names.org/lists/by-origin/yoruba/
3606,Jack,male,english,https://www.names.org/lists/by-origin/english/
3607,Mahindi,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
3608,Fanuel,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
3609,Mariette,female,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
3610,Gerrie,female,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
3611,Elifas,male,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
3612,Sarabi,female,swahili ,https://www.names.org/lists/by-origin/swahili/
3613,Lodrick,male,swahili ,https://www.names.org/lists/by-origin/swahili/
3614,Thabo,male,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
3615,Kemokai,male,yoruba,https://www.names.org/lists/by-origin/yoruba/
3616,Saciid,male,arabic,https://www.names.org/lists/by-origin/arabic/
3617,Yuke,female,arabic,https://www.names.org/lists/by-origin/arabic/
3618,Vita ,female,swahili ,https://teamgroupnames.com/swahili-girl-names/
3619,Chidera,female,african,https://www.names.org/lists/by-origin/african/
3620,Milgo,female,arabic,https://www.names.org/lists/by-origin/arabic/
3621,Mulenga,female,xhosa,https://www.names.org/lists/by-origin/xhosa/
3622,Francois,male,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
3623,Weah,male,yoruba,https://www.names.org/lists/by-origin/yoruba/
3624,Chiemeka,male,igbo,https://www.names.org/lists/by-origin/igbo/
3625,Alizeh,female,arabic,https://www.names.org/lists/by-origin/arabic/
3626,Aderinsola,female,yoruba,https://www.names.org/lists/by-origin/yoruba/
3627,Chika,female,igbo,https://www.names.org/lists/by-origin/igbo/
3628,Alabi,male,yoruba,https://www.names.org/lists/by-origin/yoruba/
3629,Ochanda ,female,swahili ,https://teamgroupnames.com/swahili-girl-names/
3630,Dagem,male,amharic,https://www.names.org/lists/by-origin/amharic/
3631,Kaza,female,african,https://www.names.org/lists/by-origin/african/
3632,Adeoluwa,male,yoruba,https://www.names.org/lists/by-origin/yoruba/
3633,Ayzel,female,arabic,https://www.names.org/lists/by-origin/arabic/
3634,Mourine,female,swahili ,https://www.names.org/lists/by-origin/swahili/
3635,Ndubuisi,male,igbo,https://www.names.org/lists/by-origin/igbo/
3636,Bahati,female,swahili ,https://www.names.org/lists/by-origin/swahili/
3637,Meba,female,amharic,https://www.names.org/lists/by-origin/amharic/
3638,Ikechukwu,male,igbo,https://www.names.org/lists/by-origin/igbo/
3639,Magrietha,female,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
3640,Zuri ,female,swahili ,https://teamgroupnames.com/swahili-girl-names/
3641,Elrie,female,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
3642,Amy,female,english,https://www.names.org/lists/by-origin/english/
3643,Petrus,male,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
3644,Najmo,female,arabic,https://www.names.org/lists/by-origin/arabic/
3645,Ayesha,female,arabic,https://www.names.org/lists/by-origin/arabic/
3646,Jonh,male,amharic,https://www.names.org/lists/by-origin/amharic/
3647,Ali,male,arabic,https://www.names.org/lists/by-origin/arabic/
3648,Manyama,male,swahili ,https://www.names.org/lists/by-origin/swahili/
3649,Mitchelle,female,igbo,https://www.names.org/lists/by-origin/igbo/
3650,Senait,female,amharic,https://www.names.org/lists/by-origin/amharic/
3651,Esraa,female,amharic,https://www.names.org/lists/by-origin/amharic/
3652,Olisaemeka,male,igbo,https://www.names.org/lists/by-origin/igbo/
